No,ID,Word/Phrase,POS (Old),POS (New),English Meaning (Old),English Meaning (New),Thai Meaning (Old),Thai Meaning (New),Status,Audit Notes / Reason
2574,ox_poor,poor,adjective,adjective,Lacking sufficient money to live at a standard considered comfortable or normal in a society,Lacking sufficient money to live at a standard considered comfortable or normal in a society,ยากจน,ยากจน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2575,ox_pop,pop,verb,verb,Make a light explosive sound,Make a light explosive sound,โผล่,โผล่,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2576,ox_popular,popular,adjective,adjective,Liked or admired by many people or by a particular person or group,Liked or admired by many people or by a particular person or group,เป็นที่นิยม,เป็นที่นิยม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2577,ox_population,population,noun,noun,"All the inhabitants of a particular town, area, or country","All the inhabitants of a particular town, area, or country",ประชากร,ประชากร,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2578,ox_port,port,noun,noun,"A town or city with a harbor where ships load or unload, especially one where customs officers are stationed","A town or city with a harbor where ships load or unload, especially one where customs officers are stationed",ท่าเรือ,ท่าเรือ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2579,ox_pose,pose,verb,verb,to present a problem or question; or to position oneself for a photo,to present a problem or question; or to position oneself for a photo,ท่าทาง,ท่าทาง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2580,ox_position,position,noun,noun,A place where someone or something is located or has been put,A place where someone or something is located or has been put,ตำแหน่ง,ตำแหน่ง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2581,ox_positive,positive,adjective,adjective,Consisting in or characterized by the presence or possession of features or qualities rather than their absence,Consisting in or characterized by the presence or possession of features or qualities rather than their absence,เชิงบวก,เชิงบวก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2582,ox_possess,possess,verb,verb,Have as belonging to one; own,Have as belonging to one; own,ครอบครอง / เป็นเจ้าของ,ครอบครอง / เป็นเจ้าของ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2583,ox_possession,possession,noun,noun,"The state of having, owning, or controlling something","The state of having, owning, or controlling something",การครอบครอง,การครอบครอง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2584,ox_possibility,possibility,noun,noun,A thing that may happen or be the case,A thing that may happen or be the case,ความเป็นไปได้,ความเป็นไปได้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2585,ox_possible,possible,adjective,adjective,Able to be done or achieved,Able to be done or achieved,เป็นไปได้,เป็นไปได้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2586,ox_possibly,possibly,adverb,adverb,Perhaps; maybe,Perhaps; maybe,อาจจะ / เป็นไปได้,อาจจะ / เป็นไปได้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2587,ox_post,post,noun,noun,"A long, sturdy piece of timber or metal set upright in the ground and used as a support or marker","A long, sturdy piece of timber or metal set upright in the ground and used as a support or marker",โพสต์,โพสต์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2588,ox_post_office,post office,noun,noun,a place where stamps are sold and mail is sent,a branch facility of the postal system that handles mail and parcels,ที่ทำการไปรษณีย์,ที่ทำการไปรษณีย์,MODIFIED,ตรวจสอบความถูกต้อง
2589,ox_pot,pot,noun,noun,"A container, typically rounded or cylindrical and of ceramic ware or metal, used for storage or cooking","A container, typically rounded or cylindrical and of ceramic ware or metal, used for storage or cooking",หม้อ,หม้อ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2590,ox_potato,potato,noun,noun,"A starchy plant tuber that is one of the most important food crops, cooked and eaten as a vegetable","A starchy plant tuber that is one of the most important food crops, cooked and eaten as a vegetable",มันฝรั่ง,มันฝรั่ง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2591,ox_potential,potential,adjective,adjective,Having or showing the capacity to develop into something in the future,Having or showing the capacity to develop into something in the future,ศักยภาพ,ศักยภาพ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2592,ox_potentially,potentially,adverb,adverb,With a possibility of becoming actual; possibly,With a possibility of becoming actual; possibly,อาจ,อาจ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2593,ox_pound,pound,noun,noun,A unit of weight in general use equal to 16 oz. avoirdupois (0.4536 kg),A unit of weight in general use equal to 16 oz. avoirdupois (0.4536 kg),ปอนด์,ปอนด์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2594,ox_pour,pour,verb,verb,Flow rapidly in a steady stream,to cause a liquid to flow steadily out of a container; to rain heavily,เท,"เท, ริน, (ฝน) เทกระหน่ำ",MODIFIED,"ขยายคำแปลไทยจาก ""เท"" เป็น ""เท, ริน, ฝนตกกระหน่ำ"""
2595,ox_powder,powder,noun,noun,"Fine, dry particles produced by the grinding, crushing, or disintegration of a solid substance",fine dry particles produced by grinding solid substances,ผง,"ผง, แป้งผง",MODIFIED,"ขยายคำแปลไทยจาก ""ผง"" เป็น ""ผง, แป้งผง"""
2596,ox_power,power,noun,noun,The ability or capacity to do something or act in a particular way,The ability or capacity to do something or act in a particular way,พลัง,พลัง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2597,ox_powerful,powerful,adjective,adjective,Having great power or strength,Having great power or strength,ทรงพลัง,ทรงพลัง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2598,ox_practical,practical,adjective,adjective,Of or concerned with the actual doing or use of something rather than with theory and ideas,Of or concerned with the actual doing or use of something rather than with theory and ideas,ใช้ได้จริง,ใช้ได้จริง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2599,ox_practically,practically,adjective,adjective,Of or concerned with the actual doing or use of something rather than with theory and ideas,Of or concerned with the actual doing or use of something rather than with theory and ideas,ในทางปฏิบัติ / เกือบจะ,ในทางปฏิบัติ / เกือบจะ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2600,ox_practice,practice,noun,noun,"The actual application or use of an idea, belief, or method, as opposed to theories relating to it","The actual application or use of an idea, belief, or method, as opposed to theories relating to it",ฝึกฝน,ฝึกฝน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2601,ox_practise,practise,verb,verb,to do something repeatedly to improve a skill,to do something repeatedly to improve a skill,ฝึกฝน,ฝึกฝน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2602,ox_praise,praise,verb,verb,to express approval or admiration for someone or something,to express approval or admiration for someone or something,ชื่นชม,ชื่นชม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2603,ox_pray,pray,verb,verb,to speak to God or a god,to speak to God or a god,อธิษฐาน,อธิษฐาน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2604,ox_prayer,prayer,noun,noun,words spoken to God or a god,words spoken to God or a god,คำอธิษฐาน,คำอธิษฐาน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2605,ox_precise,precise,adjective,adjective,Marked by exactness and accuracy of expression or detail,Marked by exactness and accuracy of expression or detail,แม่นยำ,แม่นยำ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2606,ox_precisely,precisely,adjective,adjective,Marked by exactness and accuracy of expression or detail,Marked by exactness and accuracy of expression or detail,อย่างแม่นยำ / ถูกเผง,อย่างแม่นยำ / ถูกเผง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2607,ox_prefer,prefer,verb,verb,Like (one thing or person) better than another or others; tend to choose,Like (one thing or person) better than another or others; tend to choose,ชอบมากกว่า,ชอบมากกว่า,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2608,ox_preference,preference,noun,noun,A greater liking for one alternative over another or others,A greater liking for one alternative over another or others,ความพึงใจ,ความพึงใจ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2609,ox_pregnant,pregnant,adjective,adjective,Having a child or young developing in the uterus,Having a child or young developing in the uterus,ตั้งครรภ์,ตั้งครรภ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2610,ox_premises,premises,noun,noun,the land and buildings belonging to an organization,the land and buildings belonging to an organization,สถานที่,สถานที่,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2611,ox_preparation,preparation,noun,noun,The action or process of making ready or being made ready for use or consideration,The action or process of making ready or being made ready for use or consideration,การตระเตรียม,การตระเตรียม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2612,ox_prepare,prepare,verb,verb,Make (something) ready for use or consideration,Make (something) ready for use or consideration,เตรียมตัว,เตรียมตัว,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2613,ox_prepared,prepared,verb,verb,Make (something) ready for use or consideration,Make (something) ready for use or consideration,เตรียมไว้,เตรียมไว้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2614,ox_presence,presence,noun,noun,"The state or fact of existing, occurring, or being present in a place or thing","The state or fact of existing, occurring, or being present in a place or thing",การมีอยู่,การมีอยู่,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2615,ox_present,present,adjective,adjective,Existing or occurring now,Existing or occurring now,ปัจจุบัน,ปัจจุบัน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2616,ox_presentation,presentation,noun,noun,"The proffering or giving of something to someone, especially as part of a formal ceremony","The proffering or giving of something to someone, especially as part of a formal ceremony",การนำเสนอ,การนำเสนอ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2617,ox_preserve,preserve,verb,verb,Maintain (something) in its original or existing state,Maintain (something) in its original or existing state,อนุรักษ์,อนุรักษ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2618,ox_president,president,noun,noun,The elected head of a republican state,The elected head of a republican state,ประธาน,ประธาน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2619,ox_press,press,verb,verb,Move or cause to move into a position of contact with something by exerting continuous physical force,to push firmly against something; to exert physical force upon,กด,"กด, บีบ, รีด (ผ้า), ผลักดัน",MODIFIED,"ขยายคำแปลไทยจาก ""กด"" ให้ครอบคลุมการใช้งานจริง"
2620,ox_pressure,pressure,noun,noun,The continuous physical force exerted on or against an object by something in contact with it,The continuous physical force exerted on or against an object by something in contact with it,ความดัน,ความดัน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2621,ox_presumably,presumably,adverb,adverb,Used to convey that what is asserted is very likely though not known for certain,Used to convey that what is asserted is very likely though not known for certain,สันนิษฐานว่า / น่าจะ,สันนิษฐานว่า / น่าจะ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2622,ox_pretend,pretend,verb,verb,Speak and act so as to make it appear that something is the case when in fact it is not,Speak and act so as to make it appear that something is the case when in fact it is not,แกล้งทำ,แกล้งทำ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2623,ox_pretty,pretty,adjective,adjective,Attractive in a delicate way without being truly beautiful or handsome,Attractive in a delicate way without being truly beautiful or handsome,สวย,สวย,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2624,ox_prevent,prevent,verb,verb,Keep (something) from happening or arising,Keep (something) from happening or arising,ป้องกัน,ป้องกัน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2625,ox_previous,previous,adjective,adjective,Existing or occurring before in time or order,Existing or occurring before in time or order,ก่อนหน้า,ก่อนหน้า,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2626,ox_previously,previously,adverb,adverb,At a previous or earlier time; before,At a previous or earlier time; before,ก่อนหน้านี้,ก่อนหน้านี้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2627,ox_price,price,noun,noun,"The amount of money expected, required, or given in payment for something","The amount of money expected, required, or given in payment for something",ราคา,ราคา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2628,ox_pride,pride,noun,noun,A feeling or deep pleasure or satisfaction derived from one's own achievements,A feeling or deep pleasure or satisfaction derived from one's own achievements,ความภาคภูมิใจ,ความภาคภูมิใจ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2629,ox_priest,priest,noun,noun,a person trained to perform religious ceremonies,a person trained to perform religious ceremonies,นักบวช,นักบวช,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2630,ox_primarily,primarily,adverb,adverb,mainly; for the most part,mainly; for the most part,เป็นหลัก,เป็นหลัก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2631,ox_primary,primary,adjective,adjective,Of chief importance; principal,Of chief importance; principal,หลัก,หลัก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2632,ox_prime_minister,prime minister,noun,noun,the leader of the government in some countries,the principal minister and head of government in a parliamentary system,นายกรัฐมนตรี,นายกรัฐมนตรี,MODIFIED,ตรวจสอบความถูกต้อง
2633,ox_prince,prince,noun,noun,the son of a king or queen,the son of a king or queen,เจ้าชาย,เจ้าชาย,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2634,ox_princess,princess,noun,noun,the daughter of a king or queen,the daughter of a king or queen,เจ้าหญิง,เจ้าหญิง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2635,ox_principle,principle,noun,noun,A fundamental truth or proposition that serves as the foundation for a system of belief or behavior or for a chain of reasoning,A fundamental truth or proposition that serves as the foundation for a system of belief or behavior or for a chain of reasoning,หลักการ,หลักการ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2636,ox_print,print,verb,verb,"Produce (books, newspapers, magazines, etc.), especially in large quantities, by a mechanical process involving the transfer of text, images, or designs to paper","Produce (books, newspapers, magazines, etc.), especially in large quantities, by a mechanical process involving the transfer of text, images, or designs to paper",พิมพ์,พิมพ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2637,ox_printer,printer,noun,noun,"A machine for printing text or pictures onto paper, especially one linked to a computer","A machine for printing text or pictures onto paper, especially one linked to a computer",เครื่องพิมพ์,เครื่องพิมพ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2638,ox_printing,printing,verb,noun,"Produce (books, newspapers, magazines, etc.), especially in large quantities, by a mechanical process involving the transfer of text, images, or designs to paper","the production of books, newspapers, or documents using ink on paper",การพิมพ์,"การพิมพ์, สิ่งพิมพ์, เทคนิคการพิมพ์",MODIFIED,แก้ไขชนิดของคำ POS จาก verb เป็น noun
2639,ox_print_off,print off,verb,phrasal verb,a phrasal verb meaning to print off,to produce a printed paper copy of an electronic document,พิมพ์ออก,"สั่งพิมพ์ออกมาบนกระดาษ, พริ้นต์เอกสารออกมา",MODIFIED,"แก้ไขคำแปลไทยจาก ""พิมพ์ออก"" เป็น ""สั่งพิมพ์ออกมาบนกระดาษ"""
2640,ox_prior,prior,adjective,adjective,"Existing or coming before in time, order, or importance","Existing or coming before in time, order, or importance",ก่อน,ก่อน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2641,ox_priority,priority,noun,noun,The fact or condition of being regarded or treated as more important than others,The fact or condition of being regarded or treated as more important than others,ลำดับความสำคัญ,ลำดับความสำคัญ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2642,ox_prison,prison,noun,noun,A building in which people are legally held as a punishment for a crime they have committed or while awaiting trial,A building in which people are legally held as a punishment for a crime they have committed or while awaiting trial,คุก,คุก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2643,ox_prisoner,prisoner,noun,noun,A person legally held in prison as a punishment for crimes they have committed or while awaiting trial,A person legally held in prison as a punishment for crimes they have committed or while awaiting trial,นักโทษ,นักโทษ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2644,ox_private,private,adjective,adjective,Belonging to or for the use of one particular person or group of people only,Belonging to or for the use of one particular person or group of people only,ส่วนตัว,ส่วนตัว,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2645,ox_privately,privately,adjective,adjective,Belonging to or for the use of one particular person or group of people only,Belonging to or for the use of one particular person or group of people only,เป็นการส่วนตัว,เป็นการส่วนตัว,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2646,ox_prize,prize,noun,noun,something given to the winner of a contest,something given to the winner of a contest,รางวัล,รางวัล,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2647,ox_probable,probable,adjective,adjective,likely to happen or be true,likely to happen or be true,น่าจะเป็น,น่าจะเป็น,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2648,ox_probably,probably,adverb,adverb,Almost certainly; as far as one knows or can tell,Almost certainly; as far as one knows or can tell,อาจจะ,อาจจะ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2649,ox_problem,problem,noun,noun,A matter or situation regarded as unwelcome or harmful and needing to be dealt with and overcome,A matter or situation regarded as unwelcome or harmful and needing to be dealt with and overcome,ปัญหา,ปัญหา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2650,ox_procedure,procedure,noun,noun,An established or official way of doing something,An established or official way of doing something,ขั้นตอน,ขั้นตอน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2651,ox_proceed,proceed,verb,verb,Begin or continue a course of action,Begin or continue a course of action,ดำเนินการ,ดำเนินการ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2652,ox_process_1,process 1,noun,noun,a series of actions taken to achieve a particular result,a series of progressive actions taken to achieve a particular result,กระบวนการ / ขั้นตอนการทำงาน,"กระบวนการ, ขั้นตอนดำเนินงาน",MODIFIED,ตรวจสอบความถูกต้อง
2653,ox_produce,produce,verb,verb,Make or manufacture from components or raw materials,Make or manufacture from components or raw materials,ผลิต,ผลิต,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2654,ox_producer,producer,noun,noun,"A person, company, or country that makes, grows, or supplies goods or commodities for sale","A person, company, or country that makes, grows, or supplies goods or commodities for sale",ผู้ผลิต,ผู้ผลิต,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2655,ox_product,product,noun,noun,An article or substance that is manufactured or refined for sale,An article or substance that is manufactured or refined for sale,ผลิตภัณฑ์,ผลิตภัณฑ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2656,ox_production,production,noun,noun,The action of making or manufacturing from components or raw materials,The action of making or manufacturing from components or raw materials,การผลิต,การผลิต,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2657,ox_profession,profession,noun,noun,"A paid occupation, especially one that involves prolonged training and a formal qualification","A paid occupation, especially one that involves prolonged training and a formal qualification",วิชาชีพ,วิชาชีพ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2658,ox_professional,professional,adjective,adjective,Relating to or connected with a profession,Relating to or connected with a profession,มืออาชีพ,มืออาชีพ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2659,ox_professor,professor,noun,noun,A teacher of the highest rank in a college or university,A teacher of the highest rank in a college or university,ศาสตราจารย์,ศาสตราจารย์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2660,ox_profit,profit,noun,noun,"A financial gain, especially the difference between the amount earned and the amount spent in buying, operating, or producing something","A financial gain, especially the difference between the amount earned and the amount spent in buying, operating, or producing something",กำไร,กำไร,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2661,ox_program,program,noun,noun,"A planned series of future events, items, or performances","A planned series of future events, items, or performances",โปรแกรม,โปรแกรม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2662,ox_programme,programme,noun,noun,"a planned series of events, or a broadcast show (British English)","a planned series of events, or a broadcast show (British English)",โปรแกรม,โปรแกรม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2663,ox_progress,progress,noun,noun,Forward or onward movement toward a destination,Forward or onward movement toward a destination,ความคืบหน้า,ความคืบหน้า,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2664,ox_project,project,noun,noun,An individual or collaborative enterprise that is carefully planned and designed to achieve a particular aim,An individual or collaborative enterprise that is carefully planned and designed to achieve a particular aim,โครงการ,โครงการ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2665,ox_promise,promise,noun,noun,A declaration or assurance that one will do a particular thing or that a particular thing will happen,A declaration or assurance that one will do a particular thing or that a particular thing will happen,สัญญา,สัญญา,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2666,ox_promote,promote,verb,verb,"Further the progress of (something, especially a cause, venture, or aim); support or actively encourage","Further the progress of (something, especially a cause, venture, or aim); support or actively encourage",ส่งเสริม,ส่งเสริม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2667,ox_promotion,promotion,noun,noun,"Activity that supports or provides active encouragement for the furtherance of a cause, venture, or aim","Activity that supports or provides active encouragement for the furtherance of a cause, venture, or aim",การส่งเสริม,การส่งเสริม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2668,ox_prompt,prompt,adjective,adjective,done quickly and without delay,done quickly and without delay,พร้อมท์,พร้อมท์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2669,ox_promptly,promptly,adverb,adverb,quickly and without delay,quickly and without delay,ทันที,ทันที,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2670,ox_pronounce,pronounce,verb,verb,to say a word or sound in a particular way,to say a word or sound in a particular way,ออกเสียง,ออกเสียง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2671,ox_pronunciation,pronunciation,noun,noun,the way in which a word is spoken,the way in which a word is spoken,การออกเสียง,การออกเสียง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2672,ox_proof,proof,noun,noun,Evidence or argument establishing a fact or the truth of a statement,Evidence or argument establishing a fact or the truth of a statement,การพิสูจน์,การพิสูจน์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2673,ox_proper,proper,adjective,adjective,Truly what something is said or regarded to be; genuine,Truly what something is said or regarded to be; genuine,เหมาะสม,เหมาะสม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2674,ox_properly,properly,adjective,adjective,Truly what something is said or regarded to be; genuine,Truly what something is said or regarded to be; genuine,อย่างถูกต้อง,อย่างถูกต้อง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2675,ox_property,property,noun,noun,A thing or things belonging to someone; possessions collectively,A thing or things belonging to someone; possessions collectively,คุณสมบัติ,คุณสมบัติ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2676,ox_proportion,proportion,noun,noun,"A part, share, or number considered in comparative relation to a whole","A part, share, or number considered in comparative relation to a whole",สัดส่วน,สัดส่วน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2677,ox_proposal,proposal,noun,noun,"A plan or suggestion, especially a formal or written one, put forward for consideration or discussion by others","A plan or suggestion, especially a formal or written one, put forward for consideration or discussion by others",ข้อเสนอ,ข้อเสนอ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2678,ox_propose,propose,verb,verb,Put forward (a plan or suggestion) for consideration by others,Put forward (a plan or suggestion) for consideration by others,เสนอ,เสนอ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2679,ox_prospect,prospect,noun,noun,The possibility or likelihood of some future event occurring,The possibility or likelihood of some future event occurring,โอกาส,โอกาส,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2680,ox_protect,protect,verb,verb,Keep safe from harm or injury,Keep safe from harm or injury,ปกป้อง,ปกป้อง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2681,ox_protection,protection,noun,noun,"The action of protecting someone or something, or the state of being protected","The action of protecting someone or something, or the state of being protected",การป้องกัน,การป้องกัน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2682,ox_protest,protest,noun,noun,A statement or action expressing disapproval of or objection to something,A statement or action expressing disapproval of or objection to something,ประท้วง,ประท้วง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2683,ox_proud,proud,adjective,adjective,"Feeling deep pleasure or satisfaction as a result of one's own achievements, qualities, or possessions or those of someone with whom one is closely associated","Feeling deep pleasure or satisfaction as a result of one's own achievements, qualities, or possessions or those of someone with whom one is closely associated",ภูมิใจ,ภูมิใจ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2684,ox_proudly,proudly,adjective,adjective,"Feeling deep pleasure or satisfaction as a result of one's own achievements, qualities, or possessions or those of someone with whom one is closely associated","Feeling deep pleasure or satisfaction as a result of one's own achievements, qualities, or possessions or those of someone with whom one is closely associated",อย่างภาคภูมิใจ,อย่างภาคภูมิใจ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2685,ox_prove,prove,verb,verb,Demonstrate the truth or existence of (something) by evidence or argument,Demonstrate the truth or existence of (something) by evidence or argument,พิสูจน์,พิสูจน์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2686,ox_provide,provide,verb,verb,Make available for use; supply,Make available for use; supply,จัดเตรียม,จัดเตรียม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2687,ox_provided,provided,conjunction,conjunction,On the condition or understanding that,On the condition or understanding that,ที่ให้ไว้,ที่ให้ไว้,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2688,ox_providing,providing,conjunction,conjunction,On the condition or understanding that,on the condition that; only if,การให้,"โดยมีเงื่อนไขว่า, หาก, ตราบใดที่",MODIFIED,"แก้ไขคำแปลไทยจาก ""การให้"" ให้เป็นคำสันธาน (โดยมีเงื่อนไขว่า/หาก)"
2689,ox_pub,pub,noun,noun,a place where drinks are sold and drunk; short for public house,a place where drinks are sold and drunk; short for public house,ผับ,ผับ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2690,ox_public,public,adjective,adjective,Of or concerning the people as a whole,Of or concerning the people as a whole,สาธารณะ,สาธารณะ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2691,ox_publication,publication,noun,noun,"The preparation and issuing of a book, journal, or piece of music for public sale","The preparation and issuing of a book, journal, or piece of music for public sale",สิ่งพิมพ์,สิ่งพิมพ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2692,ox_publicity,publicity,noun,noun,Notice or attention given to someone or something by the media,Notice or attention given to someone or something by the media,การประชาสัมพันธ์,การประชาสัมพันธ์,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2693,ox_publicly,publicly,adjective,adjective,Of or concerning the people as a whole,Of or concerning the people as a whole,ต่อสาธารณะ / อย่างเปิดเผย,ต่อสาธารณะ / อย่างเปิดเผย,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2694,ox_publish,publish,verb,verb,"Prepare and issue (a book, journal, or piece of music) for public sale","Prepare and issue (a book, journal, or piece of music) for public sale",เผยแพร่,เผยแพร่,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
2695,ox_publishing,publishing,verb,noun,"Prepare and issue (a book, journal, or piece of music) for public sale",the business or profession of preparing and issuing printed materials,การเผยแพร่,"ธุรกิจสิ่งพิมพ์, การจัดพิมพ์เผยแพร่",MODIFIED,แก้ไขชนิดของคำ POS จาก verb เป็น noun
2696,ox_pull,pull,verb,verb,Exert force on (someone or something) so as to cause movement toward oneself,Exert force on (someone or something) so as to cause movement toward oneself,ดึง,ดึง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
